event_id;license_id;category;position
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;14753;Páros;33
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;17027;Páros;17KV
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;17803;Páros;17KV
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;19507;Páros;17
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;17615;Vegyes;17KV
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;22444;Vegyes;33
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;19482;Vegyes;9
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;16938;Vegyes;5
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;9342;Vegyes;33
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;10052;Vegyes;1
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;12460;Vegyes;17
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;19592;Vegyes;33
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;18014;Vegyes;2
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;17027;Vegyes;17
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;17803;Vegyes;9
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;19507;Vegyes;17KV
